d_0011,infusion drotrecogin alfa activated
d_5361,open incisional hernia repair graft prosthesis
d_5362,persistent vomiting
d_5363,gastroparesis
d_53641,infection gastrostomy
d_53642,mechanical complication gastrostomy
d_53649,gastrostomy complications
d_5368,dyspepsia specified disorders function stomach
d_5369,open repair hernia anterior abdominal wall
d_5370,acquired hypertrophic pyloric stenosis
d_5371,gastric diverticulum
d_5371,laparoscopic repair diaphragmatic hernia abdominal approach
d_5373,obstruction duodenum
d_5374,fistula stomach duodenum
d_53782,angiodysplasia stomach duodenum mention hemorr
d_53783,angiodysplasia stomach duodenum hemorrhage
d_53784,dieulafoy lesion hemorrhagic stomach duodenum
d_53789,specified disorders stomach duodenum
d_5379,unspecified disorder stomach duodenum
d_5380,repair diaphragmatic hernia thoracic approach
d_539,hernia repair
d_540,incision abdominal wall
d_5400,acute appendicitis generalized peritonitis
d_5401,acute appendicitis peritoneal abscess
d_5409,acute appendicitis mention peritonitis
d_541,appendicitis unqualified
d_5411,exploratory laparotomy
d_5412,reopening recent laparotomy site
d_5419,laparotomy
d_5421,laparoscopy
d_5423,biopsy peritoneum
d_5424,closed percutaneous needle biopsy intra-abdominal mass
d_5425,peritoneal lavage
d_543,excision destruction lesion tissue abdominal wall
d_544,excision destruction peritoneal tissue
d_5451,laparoscopic lysis peritoneal adhesions
d_5459,lysis peritoneal adhesions
d_5461,reclosure postoperative disruption abdominal wall
d_5462,delayed closure granulating abdominal wound
d_5463,suture abdominal wall
d_5464,suture peritoneum
d_5472,repair abdominal wall
d_5474,repair omentum
d_5475,repair mesentery
d_5491,percutaneous abdominal drainage
d_5492,removal foreign body peritoneal cavity
d_5493,creation cutaneoperitoneal fistula
d_5495,incision peritoneum
d_5498,peritoneal dialysis
d_5501,nephrotomy
d_55011,inguinal hernia obstruction mention gangrene
d_5504,percutaneous nephrostomy fragmentation
d_55090,inguinal hernia mention obstruction gangrene uni
d_55092,inguinal hernia mention obstruction gangrene bil
d_55200,femoral hernia obstruction unilateral unspecified
d_5521,umbilical hernia obstruction
d_55220,ventral unspecified hernia obstruction
d_55221,incisional ventral hernia obstruction
d_55229,ventral hernia obstruction
d_5523,closed percutaneous needle biopsy kidney
d_5523,diaphragmatic hernia obstruction
d_5524,open biopsy kidney
d_5528,hernia specified sites obstruction
d_5531,umbilical hernia mention obstruction gangrene
d_55320,ventral unspecified hernia mention obstruction
d_55321,incisional hernia mention obstruction gangrene
d_55329,ventral hernia mention obstruction gangrene
d_5533,diaphragmatic hernia mention obstruction gangrene
d_5538,hernia specified sites mention obstruction
d_554,partial nephrectomy
d_5550,regional enteritis small intestine
d_5551,regional enteritis large intestine
d_5551,nephroureterectomy
d_5552,regional enteritis small intestine large intestine
d_5553,removal transplanted rejected kidney
d_5559,regional enteritis unspecified site
d_5566,universal ulcerative chronic colitis
d_5568,ulcerative colitis
d_5569,ulcerative colitis unspecified
d_5569,kidney transplantation
d_5570,acute vascular insufficiency intestine
d_5571,chronic vascular insufficiency intestine
d_5579,unspecified vascular insufficiency intestine
d_5581,gastroenteritis colitis due radiation
d_5582,toxic gastroenteritis colitis
d_5583,allergic gastroenteritis colitis
d_5589,unspecified noninfectious gastroenteritis colitis
d_5593,replacement nephrostomy tube
d_5600,intussusception
d_5601,paralytic ileus
d_5602,volvulus
d_56032,fecal impaction
d_56039,impaction intestine
d_56081,intestinal peritoneal adhesions obstruction postoperati
d_56089,specified intestinal obstruction
d_5609,unspecified intestinal obstruction
d_56200,diverticulosis small intestine mention hemorrhage
d_56210,diverticulosis colon mention hemorrhage
d_56211,diverticulitis colon mention hemorrhage
d_56212,diverticulosis colon hemorrhage
d_56213,diverticulitis colon hemorrhage
d_56400,constipation unspecified
d_56409,constipation
d_5641,irritable bowel syndrome
d_5641,partial ureterectomy
d_5642,postgastric surgery syndromes
d_5647,megacolon hirschsprungs
d_56481,neurogenic bowel
d_56489,functional disorders intestine
d_5650,anal fissure
d_5651,formation cutaneous uretero-ileostomy
d_5651,anal fistula
d_566,abscess anal rectal regions
d_5671,urinary diversion intestine
d_56721,peritonitis acute generalized
d_56722,peritoneal abscess
d_56723,spontaneous bacterial peritonitis
d_56729,suppurative peritonitis
d_56731,psoas muscle abscess
d_56738,retroperitoneal abscess
d_5674,ureteroneocystostomy
d_56781,choleperitonitis
d_56789,specified peritonitis
d_5679,unspecified peritonitis
d_5680,peritoneal adhesions postoperative postinfection
d_56881,hemoperitoneum nontraumatic
d_56882,peritoneal effusion chronic
d_56889,specified disorders peritoneum
d_5690,anal rectal polyp
d_5691,rectal prolapse
d_5693,hemorrhage rectum anus
d_56941,ulcer anus rectum
d_56942,anal rectal pain
d_56949,specified disorders rectum anus
d_5695,abscess intestine
d_56961,infection colostomy enterostomy
d_56962,mechanical complication colostomy enterostomy
d_56969,colostomy enterostomy complication
d_56981,fistula intestine excluding rectum anus
d_56982,ulceration intestine
d_56983,perforation intestine
d_56984,angiodysplasia intestine mention hemorrhage
d_56985,angiodysplasia intestine hemorrhage
d_56986,dieulafoy lesion hemorrhagic intestine
d_56989,specified disorders intestine
d_5699,unspecified disorder intestine
d_570,transurethral clearance bladder
d_570,acute subacute necrosis liver
d_5710,alcoholic fatty liver
d_5711,acute alcoholic hepatitis
d_5712,alcoholic cirrhosis liver
d_5713,alcoholic liver damage unspecified
d_57142,autoimmune hepatitis
d_57149,chronic hepatitis
d_5715,cirrhosis liver mention alcohol
d_5716,biliary cirrhosis
d_5717,percutaneous cystostomy
d_5718,suprapubic cystostomy
d_5718,chronic nonalcoholic liver disease
d_5720,abscess liver
d_5722,hepatic encephalopathy
d_5723,portal hypertension
d_5724,hepatorenal syndrome
d_5728,sequelae chronic liver disease
d_5730,chronic passive congestion liver
d_5732,cystoscopy
d_5733,hepatitis unspecified
d_5734,hepatic infarction
d_5735,hepatopulmonary syndrome
d_5738,specified disorders liver
d_5739,unspecified disorder liver
d_57400,calculus gallbladder acute cholecystitis mentio
d_57401,calculus gallbladder acute cholecystitis obstructi
d_57410,calculus gallbladder cholecystitis mentio
d_57411,calculus gallbladder cholecystitis obstructi
d_57420,calculus gallbladder mention cholecystitis withou
d_57421,calculus gallbladder mention cholecystitis
d_57430,calculus bile duct acute cholecystitis mention
d_57431,calculus bile duct acute cholecystitis obstruction
d_57440,calculus bile duct cholecystitis mention
d_57441,calculus bile duct cholecystitis obstruction
d_57450,calculus bile duct mention cholecystitis
d_57451,calculus bile duct mention cholecystitis obs
d_5749,transurethral excision destruction lesion tissue
d_57490,calculus gallbladder bile duct cholecystitis wit
d_5750,acute cholecystitis
d_57510,cholecystitis unspecified
d_57511,chronic cholecystitis
d_57512,acute chronic cholecystitis
d_5753,hydrops gallbladder
d_5754,perforation gallbladder
d_5758,specified disorders gallbladder
d_576,partial cystectomy
d_5761,cholangitis
d_5762,obstruction bile duct
d_5764,fistula bile duct
d_5768,specified disorders biliary tract
d_5770,acute pancreatitis
d_5771,chronic pancreatitis
d_5771,radical cystectomy
d_5772,cyst pseudocyst pancreas
d_5778,specified diseases pancreas
d_5779,unspecified disease pancreas
d_5780,hematemesis
d_5781,blood stool
d_5781,suture laceration bladder
d_5783,repair fistula involving bladder intestine
d_5789,hemorrhage gastrointestinal tract unspecified
d_5789,repair bladder
d_5790,celiac disease
d_5793,unspecified postsurgical nonabsorption
d_5794,insertion indwelling urinary catheter
d_5795,replacement indwelling urinary catheter
d_5798,specified intestinal malabsorption
d_5799,unspecified intestinal malabsorption
d_58089,acute glomerulonephritis specified pathological lesio
d_5809,acute glomerulonephritis unspecified pathological lesion
d_5811,nephrotic syndrome lesion membranous glomerulonephritis
d_58181,nephrotic syndrome diseases elsewhere
d_5819,nephrotic syndrome unspecified pathological lesion kidne
d_5821,chronic glomerulonephritis lesion membranous glomerulone
d_58281,chronic glomerulonephritis diseases elsewhere
d_58289,chronic glomerulonephritis specified pathological les
d_5829,chronic glomerulonephritis unspecified pathological lesion
d_5831,nephritis nephropathy specified acute chronic wi
d_58381,nephritis nephropathy specified acute chronic
d_5839,local excision destruction lesion tissue ureth
d_5845,acute kidney failure lesion tubular necrosis
d_5848,acute kidney failure specified pathological lesion
d_5849,acute kidney failure unspecified
d_5851,chronic kidney disease stage i
d_5852,chronic kidney disease stage ii mild
d_5853,chronic kidney disease stage iii moderate
d_5854,chronic kidney disease stage iv severe
d_5855,chronic kidney disease stage v
d_5856,end stage renal disease
d_5859,chronic kidney disease unspecified
d_586,dilation urethra
d_586,renal failure unspecified
d_5880,renal osteodystrophy
d_5881,nephrogenic diabetes insipidus
d_58881,secondary hyperparathyroidism renal origin
d_58889,specified disorders resulting impaired renal function
d_59000,chronic pyelonephritis lesion renal medullary necrosi
d_59010,acute pyelonephritis lesion renal medullary necrosis
d_59080,pyelonephritis unspecified
d_591,hydronephrosis
d_5920,calculus kidney
d_5921,calculus ureter
d_5932,cyst kidney acquired
d_5933,stricture kinking ureter
d_5934,ureteric obstruction
d_5935,hydroureter
d_59381,vascular disorders kidney
d_59389,specified disorders kidney ureter
d_5939,unspecified disorder kidney ureter
d_5941,calculus bladder
d_5950,acute cystitis
d_59582,irradiation cystitis
d_5959,cystitis unspecified
d_5960,bladder neck obstruction
d_5961,intestinovesical fistula
d_5963,diverticulum bladder
d_5964,atony bladder
d_59651,hypertonicity bladder
d_59654,neurogenic bladder nos
d_59659,functional disorder bladder
d_5966,rupture bladder nontraumatic
d_5967,hemorrhage bladder wall
d_59689,specified disorders bladder
d_5969,unspecified disorder bladder
d_598,ureteral catheterization
d_5988,specified causes urethral stricture
d_5989,urethral stricture unspecified
d_5990,urinary tract infection site specified
d_5994,urethral false passage
d_5994,replacement cystostomy tube
d_59960,urinary obstruction unspecified
d_59969,urinary obstruction elsewhere
d_59970,hematuria unspecified
d_59971,gross hematuria
d_59972,microscopic hematuria
d_60000,hypertrophy benign prostate urinary obstruction
d_60001,hypertrophy benign prostate urinary obstruction ot
d_60090,hyperplasia prostate unspecified urinary obstructio
d_60091,hyperplasia prostate unspecified urinary obstruction
d_6011,chronic prostatitis
d_6012,abscess prostate
d_6019,prostatitis unspecified
d_6029,transurethral prostatectomy
d_6038,specified types hydrocele
d_6039,hydrocele unspecified
d_60490,orchitis epididymitis unspecified
d_605,redundant prepuce phimosis
d_605,radical prostatectomy
d_6072,inflammatory disorders penis
d_60784,impotence organic origin
d_60789,specified disorders penis
d_6084,inflammatory disorders male genital organs
d_60883,vascular disorders male genital organs
d_60886,edema male genital organs
d_6089,unspecified disorder male genital organs
d_610,incision drainage scrotum tunica vaginalis
d_6110,inflammatory disease breast
d_6111,hypertrophy breast
d_61172,lump mass breast
d_613,excision destruction lesion tissue scrotum
d_6146,pelvic peritoneal adhesions female postoperative postinfecti
d_61610,vaginitis vulvovaginitis unspecified
d_6164,abscess vulva
d_6179,endometriosis site unspecified
d_6181,uterine prolapse mention vaginal wall prolapse
d_6191,digestive-genital tract fistula female
d_6202,unspecified ovarian cyst
d_6205,torsion ovary ovarian pedicle fallopian tube
d_6208,noninflammatory disorders ovary fallopian tube br
d_6210,polyp corpus uteri
d_6238,specified noninflammatory disorders vagina
d_625,orchiopexy
d_6262,excessive frequent menstruation
d_6268,disorders menstruation abnormal bleeding
d_6271,postmenopausal bleeding
d_6279,unspecified menopausal postmenopausal disorder
d_640,circumcision
d_64663,infections genitourinary tract pregnancy antepartum condi
d_64783,specified infectious parasitic diseases mother ant
d_64823,anemia mother antepartum condition complication
d_64893,current conditions classifiable elsewhere mother antep
d_6549,unilateral salpingo-oophorectomy
d_6561,removal both ovaries tubes same operative episod
d_66634,postpartum coagulation defects postpartum condition complica
d_67454,peripartum cardiomyopathy postpartum condition complication
d_68110,cellulitis abscess toe unspecified
d_68111,onychia paronychia toe
d_6816,closed biopsy uterus
d_6820,cellulitis abscess face
d_6821,cellulitis abscess neck
d_6822,cellulitis abscess trunk
d_6823,cellulitis abscess upper arm forearm
d_6824,cellulitis abscess hand except fingers thumb
d_6825,cellulitis abscess buttock
d_6826,cellulitis abscess leg except foot
d_6827,cellulitis abscess foot except toes
d_6828,cellulitis abscess specified sites
d_6839,unspecified subtotal abdominal hysterectomy
d_6849,unspecified total abdominal hysterectomy
d_6851,pilonidal cyst mention abscess
d_6869,unspecified local infection skin subcutaneous tissue
d_688,pelvic evisceration
d_6909,dilation curettage
d_6918,atopic dermatitis related conditions
d_6929,contact dermatitis eczema unspecified cause
d_6930,dermatitis due drugs medicines taken internally
d_6944,pemphigus
d_6945,pemphigoid
d_6953,rosacea
d_6954,lupus erythematosus
d_69589,specified erythematous conditions
d_6959,unspecified erythematous condition
d_6960,psoriatic arthropathy
d_6961,psoriasis
d_6983,lichenification lichen simplex chronicus
d_6988,specified pruritic conditions
d_6989,unspecified pruritic disorder
d_7015,abnormal granulation tissue
d_7038,specified diseases nail
d_7048,specified diseases hair hair follicles
d_7051,prickly heat
d_7061,acne
d_7062,sebaceous cyst
d_70701,pressure ulcer elbow
d_70702,pressure ulcer upper back
d_70703,pressure ulcer lower back
d_70704,pressure ulcer hip
d_70705,pressure ulcer buttock
